Country Name,Country Code,Indicator Name,GDP,Year
Bosnia and Herzegovina,BIH,GDP (current US$),4116699437,1998
Belarus,BLR,GDP (current US$),15222012660,1998
Belize,BLZ,GDP (current US$),688992450,1998
Bermuda,BMU,GDP (current US$),3130748000,1998
Bolivia,BOL,GDP (current US$),8497545598,1998
Brazil,BRA,GDP (current US$),8.64E+11,1998
Barbados,BRB,GDP (current US$),2817083478,1998
Brunei Darussalam,BRN,GDP (current US$),4051147228,1998
Bhutan,BTN,GDP (current US$),376955087.3,1998
Botswana,BWA,GDP (current US$),4790458837,1998
Central African Republic,CAF,GDP (current US$),967338348.7,1998
Canada,CAN,GDP (current US$),6.32E+11,1998
Central Europe and the Baltics,CEB,GDP (current US$),4.49E+11,1998
Switzerland,CHE,GDP (current US$),2.95E+11,1998
Channel Islands,CHI,GDP (current US$),5945677377,1998
Chile,CHL,GDP (current US$),81577430181,1998
China,CHN,GDP (current US$),1.03E+12,1998
Cote d'Ivoire,CIV,GDP (current US$),12612033729,1998
Cameroon,CMR,GDP (current US$),10612847429,1998
"Congo, Dem. Rep.",COD,GDP (current US$),6215591270,1998
"Congo, Rep.",COG,GDP (current US$),1949481297,1998
Colombia,COL,GDP (current US$),98443739941,1998
Comoros,COM,GDP (current US$),370106776,1998
Cabo Verde,CPV,GDP (current US$),521910560.5,1998
Costa Rica,CRI,GDP (current US$),13617405297,1998
Caribbean small states,CSS,GDP (current US$),30105047881,1998
Cuba,CUB,GDP (current US$),25736331200,1998
Curacao,CUW,GDP (current US$),,1998
Cayman Islands,CYM,GDP (current US$),,1998
Cyprus,CYP,GDP (current US$),10248617647,1998
Czech Republic,CZE,GDP (current US$),66807429711,1998
Germany,DEU,GDP (current US$),2.24E+12,1998
Djibouti,DJI,GDP (current US$),514267869.3,1998
Dominica,DMA,GDP (current US$),322409851.9,1998
Denmark,DNK,GDP (current US$),1.77E+11,1998
Dominican Republic,DOM,GDP (current US$),21672526560,1998
Algeria,DZA,GDP (current US$),48187747529,1998
East Asia & Pacific (excluding high income),EAP,GDP (current US$),1.43E+12,1998
Early-demographic dividend,EAR,GDP (current US$),2.87E+12,1998
East Asia & Pacific,EAS,GDP (current US$),6.87E+12,1998
Europe & Central Asia (excluding high income),ECA,GDP (current US$),7.06E+11,1998
Europe & Central Asia,ECS,GDP (current US$),1.08E+13,1998
Ecuador,ECU,GDP (current US$),27981896948,1998
"Egypt, Arab Rep.",EGY,GDP (current US$),84828807556,1998
Euro area,EMU,GDP (current US$),7.15E+12,1998
Eritrea,ERI,GDP (current US$),745526154.9,1998
Spain,ESP,GDP (current US$),6.19E+11,1998
Estonia,EST,GDP (current US$),5665917232,1998
Ethiopia,ETH,GDP (current US$),7818224906,1998
European Union,EUU,GDP (current US$),7.97E+12,1998
Fragile and conflict affected situations,FCS,GDP (current US$),3.23E+11,1998
Finland,FIN,GDP (current US$),1.34E+11,1998
Fiji,FJI,GDP (current US$),1656784780,1998
France,FRA,GDP (current US$),1.50E+12,1998
Faroe Islands,FRO,GDP (current US$),1107882641,1998
"Micronesia, Fed. Sts.",FSM,GDP (current US$),218873100,1998
Gabon,GAB,GDP (current US$),4483417120,1998
United Kingdom,GBR,GDP (current US$),1.65E+12,1998
Georgia,GEO,GDP (current US$),3613498175,1998
Ghana,GHA,GDP (current US$),7480968858,1998
Gibraltar,GIB,GDP (current US$),,1998
Guinea,GIN,GDP (current US$),3588376057,1998
"Gambia, The",GMB,GDP (current US$),840285264.6,1998
Guinea-Bissau,GNB,GDP (current US$),206457544.5,1998
Equatorial Guinea,GNQ,GDP (current US$),370687618.7,1998
Greece,GRC,GDP (current US$),1.44E+11,1998
Grenada,GRD,GDP (current US$),445903592.6,1998
Greenland,GRL,GDP (current US$),1149862703,1998
Guatemala,GTM,GDP (current US$),19395491993,1998
Guam,GUM,GDP (current US$),,1998
Guyana,GUY,GDP (current US$),717530683.2,1998
High income,HIC,GDP (current US$),2.58E+13,1998
"Hong Kong SAR, China",HKG,GDP (current US$),1.69E+11,1998
Honduras,HND,GDP (current US$),6366340266,1998
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),1.53E+11,1998
Croatia,HRV,GDP (current US$),25562674678,1998
Haiti,HTI,GDP (current US$),3723909227,1998
Hungary,HUN,GDP (current US$),48706787306,1998
IBRD only,IBD,GDP (current US$),5.51E+12,1998
IDA & IBRD total,IBT,GDP (current US$),5.92E+12,1998
IDA total,IDA,GDP (current US$),4.10E+11,1998
IDA blend,IDB,GDP (current US$),1.73E+11,1998
Indonesia,IDN,GDP (current US$),95445547873,1998
IDA only,IDX,GDP (current US$),2.36E+11,1998
Isle of Man,IMN,GDP (current US$),1382548250,1998
India,IND,GDP (current US$),4.21E+11,1998
Not classified,INX,GDP (current US$),,1998
Ireland,IRL,GDP (current US$),90082052260,1998
"Iran, Islamic Rep.",IRN,GDP (current US$),1.10E+11,1998
Iraq,IRQ,GDP (current US$),,1998
Iceland,ISL,GDP (current US$),8494094898,1998
Israel,ISR,GDP (current US$),1.16E+11,1998
Italy,ITA,GDP (current US$),1.27E+12,1998
Jamaica,JAM,GDP (current US$),8763219645,1998
Jordan,JOR,GDP (current US$),7912327362,1998
Japan,JPN,GDP (current US$),4.03E+12,1998
Kazakhstan,KAZ,GDP (current US$),22135245413,1998
Kenya,KEN,GDP (current US$),14093998844,1998
Kyrgyz Republic,KGZ,GDP (current US$),1645963750,1998
Cambodia,KHM,GDP (current US$),3120425503,1998
Kiribati,KIR,GDP (current US$),65334841.06,1998
St. Kitts and Nevis,KNA,GDP (current US$),383257331.4,1998
"Korea, Rep.",KOR,GDP (current US$),3.83E+11,1998
Kuwait,KWT,GDP (current US$),25939960630,1998
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),2.10E+12,1998
Lao PDR,LAO,GDP (current US$),1280177839,1998
Lebanon,LBN,GDP (current US$),17247179006,1998
Liberia,LBR,GDP (current US$),,1998
Libya,LBY,GDP (current US$),27249786142,1998
St. Lucia,LCA,GDP (current US$),877407407.4,1998
Latin America & Caribbean,LCN,GDP (current US$),2.30E+12,1998
Least developed countries: UN classification,LDC,GDP (current US$),1.87E+11,1998
Low income,LIC,GDP (current US$),1.07E+11,1998
Liechtenstein,LIE,GDP (current US$),2479721341,1998
Sri Lanka,LKA,GDP (current US$),15794972847,1998
Lower middle income,LMC,GDP (current US$),1.11E+12,1998
Low & middle income,LMY,GDP (current US$),5.58E+12,1998
Lesotho,LSO,GDP (current US$),928458206,1998
Late-demographic dividend,LTE,GDP (current US$),3.35E+12,1998
Lithuania,LTU,GDP (current US$),11239547691,1998
Luxembourg,LUX,GDP (current US$),20209122027,1998
Latvia,LVA,GDP (current US$),7159169546,1998
"Macao SAR, China",MAC,GDP (current US$),6742367273,1998
St. Martin (French part),MAF,GDP (current US$),,1998
Morocco,MAR,GDP (current US$),41806219379,1998
Monaco,MCO,GDP (current US$),2934578821,1998
Moldova,MDA,GDP (current US$),1698717505,1998
Madagascar,MDG,GDP (current US$),4401967499,1998
Maldives,MDV,GDP (current US$),540096397.6,1998
Middle East & North Africa,MEA,GDP (current US$),8.09E+11,1998
Mexico,MEX,GDP (current US$),5.27E+11,1998
Marshall Islands,MHL,GDP (current US$),112279400,1998
Middle income,MIC,GDP (current US$),5.47E+12,1998
North Macedonia,MKD,GDP (current US$),3756208791,1998
Mali,MLI,GDP (current US$),2920358587,1998
Malta,MLT,GDP (current US$),4010571271,1998
Myanmar,MMR,GDP (current US$),,1998
Middle East & North Africa (excluding high income),MNA,GDP (current US$),4.12E+11,1998
Montenegro,MNE,GDP (current US$),,1998
Mongolia,MNG,GDP (current US$),1124440249,1998
Northern Mariana Islands,MNP,GDP (current US$),,1998
Mozambique,MOZ,GDP (current US$),5263877520,1998
Mauritania,MRT,GDP (current US$),2032345832,1998
Mauritius,MUS,GDP (current US$),4169664285,1998
Malawi,MWI,GDP (current US$),1750584265,1998
Malaysia,MYS,GDP (current US$),72167498981,1998
North America,NAC,GDP (current US$),9.70E+12,1998
Namibia,NAM,GDP (current US$),3826527631,1998
New Caledonia,NCL,GDP (current US$),3158806480,1998
Niger,NER,GDP (current US$),2643363407,1998
Nigeria,NGA,GDP (current US$),54604050168,1998
Nicaragua,NIC,GDP (current US$),4635267225,1998
Netherlands,NLD,GDP (current US$),4.38E+11,1998
Norway,NOR,GDP (current US$),1.54E+11,1998
Nepal,NPL,GDP (current US$),4856255044,1998
Nauru,NRU,GDP (current US$),,1998
New Zealand,NZL,GDP (current US$),56227169851,1998
OECD members,OED,GDP (current US$),2.56E+13,1998
Oman,OMN,GDP (current US$),13996914596,1998
Other small states,OSS,GDP (current US$),75242244588,1998
Pakistan,PAK,GDP (current US$),62191955814,1998
Panama,PAN,GDP (current US$),11575486400,1998
Peru,PER,GDP (current US$),55501467877,1998
Philippines,PHL,GDP (current US$),72207028768,1998
Palau,PLW,GDP (current US$),,1998
Papua New Guinea,PNG,GDP (current US$),3789443015,1998
Poland,POL,GDP (current US$),1.75E+11,1998
Pre-demographic dividend,PRE,GDP (current US$),2.10E+11,1998
Puerto Rico,PRI,GDP (current US$),54086400000,1998
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),,1998
Portugal,PRT,GDP (current US$),1.24E+11,1998
Paraguay,PRY,GDP (current US$),9260481572,1998
West Bank and Gaza,PSE,GDP (current US$),4067800000,1998
Pacific island small states,PSS,GDP (current US$),3417143237,1998
Post-demographic dividend,PST,GDP (current US$),2.46E+13,1998
French Polynesia,PYF,GDP (current US$),3775160797,1998
Qatar,QAT,GDP (current US$),10255495027,1998
Romania,ROU,GDP (current US$),41694118973,1998
Russian Federation,RUS,GDP (current US$),2.71E+11,1998
Rwanda,RWA,GDP (current US$),1989343495,1998
South Asia,SAS,GDP (current US$),5.58E+11,1998
Saudi Arabia,SAU,GDP (current US$),1.47E+11,1998
Sudan,SDN,GDP (current US$),11250327988,1998
Senegal,SEN,GDP (current US$),6368265194,1998
Singapore,SGP,GDP (current US$),85728310229,1998
Solomon Islands,SLB,GDP (current US$),458717501.5,1998
Sierra Leone,SLE,GDP (current US$),672375927.3,1998
El Salvador,SLV,GDP (current US$),10936669900,1998
San Marino,SMR,GDP (current US$),,1998
Somalia,SOM,GDP (current US$),,1998
Serbia,SRB,GDP (current US$),19457979423,1998
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),3.66E+11,1998
South Sudan,SSD,GDP (current US$),,1998
Sub-Saharan Africa,SSF,GDP (current US$),3.71E+11,1998
Small states,SST,GDP (current US$),1.09E+11,1998
Sao Tome and Principe,STP,GDP (current US$),,1998
Suriname,SUR,GDP (current US$),1110850000,1998
Slovak Republic,SVK,GDP (current US$),29856000671,1998
Slovenia,SVN,GDP (current US$),22146231968,1998
Sweden,SWE,GDP (current US$),2.71E+11,1998
Eswatini,SWZ,GDP (current US$),1576904292,1998
Sint Maarten (Dutch part),SXM,GDP (current US$),,1998
Seychelles,SYC,GDP (current US$),608369282.2,1998
Syrian Arab Republic,SYR,GDP (current US$),15200846138,1998
Turks and Caicos Islands,TCA,GDP (current US$),,1998
Chad,TCD,GDP (current US$),1744794457,1998
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),1.43E+12,1998
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),9.48E+11,1998
Togo,TGO,GDP (current US$),1587345951,1998
Thailand,THA,GDP (current US$),1.14E+11,1998
Tajikistan,TJK,GDP (current US$),1320242081,1998
Turkmenistan,TKM,GDP (current US$),2605688065,1998
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),2.20E+12,1998
Timor-Leste,TLS,GDP (current US$),,1998
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),4.08E+11,1998
Tonga,TON,GDP (current US$),191504899.6,1998
South Asia (IDA & IBRD),TSA,GDP (current US$),5.58E+11,1998
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),3.71E+11,1998
Trinidad and Tobago,TTO,GDP (current US$),6043694330,1998
Tunisia,TUN,GDP (current US$),21803372267,1998
Turkey,TUR,GDP (current US$),2.76E+11,1998
Tuvalu,TUV,GDP (current US$),12757632.87,1998
Tanzania,TZA,GDP (current US$),12270448700,1998
Uganda,UGA,GDP (current US$),6584815847,1998
Ukraine,UKR,GDP (current US$),41883241472,1998
Upper middle income,UMC,GDP (current US$),4.36E+12,1998
Uruguay,URY,GDP (current US$),25385928193,1998
United States,USA,GDP (current US$),9.06E+12,1998
Uzbekistan,UZB,GDP (current US$),14988971211,1998
St. Vincent and the Grenadines,VCT,GDP (current US$),373619851.9,1998
"Venezuela, RB",VEN,GDP (current US$),91331203433,1998
British Virgin Islands,VGB,GDP (current US$),,1998
Virgin Islands (U.S.),VIR,GDP (current US$),,1998
Vietnam,VNM,GDP (current US$),27209602050,1998
Vanuatu,VUT,GDP (current US$),262293410.7,1998
World,WLD,GDP (current US$),3.14E+13,1998
Samoa,WSM,GDP (current US$),269481523.2,1998
Kosovo,XKX,GDP (current US$),,1998
"Yemen, Rep.",YEM,GDP (current US$),6325141676,1998
South Africa,ZAF,GDP (current US$),1.38E+11,1998
Zambia,ZMB,GDP (current US$),3537683046,1998
Zimbabwe,ZWE,GDP (current US$),6401968200,1998
Aruba,ABW,GDP (current US$),1722798883,1999
Afghanistan,AFG,GDP (current US$),,1999
Angola,AGO,GDP (current US$),6152922943,1999
Albania,ALB,GDP (current US$),3212119044,1999
Andorra,AND,GDP (current US$),1239876305,1999
Arab World,ARB,GDP (current US$),6.45E+11,1999
United Arab Emirates,ARE,GDP (current US$),84445473111,1999
Argentina,ARG,GDP (current US$),2.84E+11,1999
Armenia,ARM,GDP (current US$),1845482181,1999
American Samoa,ASM,GDP (current US$),,1999
Antigua and Barbuda,ATG,GDP (current US$),766200000,1999
Australia,AUS,GDP (current US$),3.89E+11,1999
Austria,AUT,GDP (current US$),2.17E+11,1999
Azerbaijan,AZE,GDP (current US$),4581246713,1999
Burundi,BDI,GDP (current US$),808077223.4,1999
Belgium,BEL,GDP (current US$),2.58E+11,1999
Benin,BEN,GDP (current US$),3676045653,1999
Burkina Faso,BFA,GDP (current US$),3364819317,1999
Bangladesh,BGD,GDP (current US$),51270569884,1999
Bulgaria,BGR,GDP (current US$),13627323285,1999
Bahrain,BHR,GDP (current US$),6621010372,1999
"Bahamas, The",BHS,GDP (current US$),7683870000,1999
Bosnia and Herzegovina,BIH,GDP (current US$),4685733115,1999
Belarus,BLR,GDP (current US$),12138486532,1999
Belize,BLZ,GDP (current US$),732750000,1999
Bermuda,BMU,GDP (current US$),3324433000,1999
Bolivia,BOL,GDP (current US$),8285075872,1999
Brazil,BRA,GDP (current US$),5.99E+11,1999
Barbados,BRB,GDP (current US$),2951822205,1999
Brunei Darussalam,BRN,GDP (current US$),4600000000,1999
Bhutan,BTN,GDP (current US$),419035810.5,1999
Botswana,BWA,GDP (current US$),5484257417,1999
Central African Republic,CAF,GDP (current US$),999477510.7,1999
Canada,CAN,GDP (current US$),6.76E+11,1999
Central Europe and the Baltics,CEB,GDP (current US$),4.35E+11,1999
Switzerland,CHE,GDP (current US$),2.90E+11,1999
Channel Islands,CHI,GDP (current US$),6262740657,1999
Chile,CHL,GDP (current US$),75173794497,1999
China,CHN,GDP (current US$),1.09E+12,1999
Cote d'Ivoire,CIV,GDP (current US$),12376639823,1999
Cameroon,CMR,GDP (current US$),11198378749,1999
"Congo, Dem. Rep.",COD,GDP (current US$),4711259427,1999
"Congo, Rep.",COG,GDP (current US$),2353909564,1999
Colombia,COL,GDP (current US$),86186158685,1999
Comoros,COM,GDP (current US$),382454989.9,1999
Cabo Verde,CPV,GDP (current US$),592416703.1,1999
Costa Rica,CRI,GDP (current US$),14195623343,1999
Caribbean small states,CSS,GDP (current US$),31909186899,1999
Cuba,CUB,GDP (current US$),28364615200,1999
Curacao,CUW,GDP (current US$),,1999
Cayman Islands,CYM,GDP (current US$),,1999
Cyprus,CYP,GDP (current US$),10497908306,1999
Czech Republic,CZE,GDP (current US$),65173130995,1999
Germany,DEU,GDP (current US$),2.19E+12,1999
Djibouti,DJI,GDP (current US$),536080148.1,1999
Dominica,DMA,GDP (current US$),331759000,1999
Denmark,DNK,GDP (current US$),1.78E+11,1999
Dominican Republic,DOM,GDP (current US$),22137599984,1999
Algeria,DZA,GDP (current US$),48640580407,1999
East Asia & Pacific (excluding high income),EAP,GDP (current US$),1.58E+12,1999
Early-demographic dividend,EAR,GDP (current US$),3.04E+12,1999
East Asia & Pacific,EAS,GDP (current US$),7.67E+12,1999
Europe & Central Asia (excluding high income),ECA,GDP (current US$),5.92E+11,1999
Europe & Central Asia,ECS,GDP (current US$),1.07E+13,1999
Ecuador,ECU,GDP (current US$),19645272636,1999
"Egypt, Arab Rep.",EGY,GDP (current US$),90710704807,1999
Euro area,EMU,GDP (current US$),7.11E+12,1999
Eritrea,ERI,GDP (current US$),688921325.7,1999
Spain,ESP,GDP (current US$),6.35E+11,1999
Estonia,EST,GDP (current US$),5762048552,1999
Ethiopia,ETH,GDP (current US$),7700833482,1999
European Union,EUU,GDP (current US$),7.92E+12,1999
Fragile and conflict affected situations,FCS,GDP (current US$),3.50E+11,1999
Finland,FIN,GDP (current US$),1.35E+11,1999
Fiji,FJI,GDP (current US$),1942170999,1999
France,FRA,GDP (current US$),1.49E+12,1999
Faroe Islands,FRO,GDP (current US$),1120280382,1999
"Micronesia, Fed. Sts.",FSM,GDP (current US$),220140500,1999
Gabon,GAB,GDP (current US$),4662992036,1999
United Kingdom,GBR,GDP (current US$),1.68E+12,1999
Georgia,GEO,GDP (current US$),2800026339,1999
Ghana,GHA,GDP (current US$),7719354839,1999
Gibraltar,GIB,GDP (current US$),,1999
Guinea,GIN,GDP (current US$),3461282294,1999
"Gambia, The",GMB,GDP (current US$),814723460.1,1999
Guinea-Bissau,GNB,GDP (current US$),224446663.8,1999
Equatorial Guinea,GNQ,GDP (current US$),621117885.7,1999
Greece,GRC,GDP (current US$),1.43E+11,1999
Grenada,GRD,GDP (current US$),482009370.4,1999
Greenland,GRL,GDP (current US$),1131561595,1999
Guatemala,GTM,GDP (current US$),18318412251,1999
Guam,GUM,GDP (current US$),,1999
Guyana,GUY,GDP (current US$),694754988.3,1999
High income,HIC,GDP (current US$),2.71E+13,1999
"Hong Kong SAR, China",HKG,GDP (current US$),1.66E+11,1999
Honduras,HND,GDP (current US$),6414520530,1999
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),1.55E+11,1999
Croatia,HRV,GDP (current US$),23457038980,1999
Haiti,HTI,GDP (current US$),4153736347,1999
Hungary,HUN,GDP (current US$),49073380174,1999
IBRD only,IBD,GDP (current US$),5.35E+12,1999
IDA & IBRD total,IBT,GDP (current US$),5.77E+12,1999
IDA total,IDA,GDP (current US$),4.23E+11,1999
IDA blend,IDB,GDP (current US$),1.81E+11,1999
Indonesia,IDN,GDP (current US$),1.40E+11,1999
IDA only,IDX,GDP (current US$),2.41E+11,1999
Isle of Man,IMN,GDP (current US$),1567465657,1999
India,IND,GDP (current US$),4.59E+11,1999
Not classified,INX,GDP (current US$),,1999
Ireland,IRL,GDP (current US$),98692079693,1999
"Iran, Islamic Rep.",IRN,GDP (current US$),1.14E+11,1999
Iraq,IRQ,GDP (current US$),,1999
Iceland,ISL,GDP (current US$),8971608730,1999
Israel,ISR,GDP (current US$),1.17E+11,1999
Italy,ITA,GDP (current US$),1.25E+12,1999
Jamaica,JAM,GDP (current US$),8851581633,1999
Jordan,JOR,GDP (current US$),8149106065,1999
Japan,JPN,GDP (current US$),4.56E+12,1999
Kazakhstan,KAZ,GDP (current US$),16870817135,1999
Kenya,KEN,GDP (current US$),12896013577,1999
Kyrgyz Republic,KGZ,GDP (current US$),1249061487,1999
Cambodia,KHM,GDP (current US$),3517242477,1999
Kiribati,KIR,GDP (current US$),69032258.06,1999
St. Kitts and Nevis,KNA,GDP (current US$),406595484.4,1999
"Korea, Rep.",KOR,GDP (current US$),4.98E+11,1999
Kuwait,KWT,GDP (current US$),30123850197,1999
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),1.88E+12,1999
Lao PDR,LAO,GDP (current US$),1454430642,1999
Lebanon,LBN,GDP (current US$),17391056369,1999
Liberia,LBR,GDP (current US$),,1999
Libya,LBY,GDP (current US$),35976714101,1999
